id_cliente,nome,email,cpf,telefone,data_nascimento,genero,logradouro,cidade,estado,cep,data_cadastro,updated_at
2783,Rael Duarte,joao-vitorvargas@example.com,237.501.894-04,+55 71 9993 6958,1990-08-07,Outro,Favela Anna Liz Oliveira,Mendes Verde,BA,61510-901,2025-03-06T00:00:00,2026-02-16T00:00:00
2784,Diogo Carvalho,lunna93@example.org,743.956.820-65,+55 (051) 3247 1735,1973-09-26,Outro,"Área Rafaela Silveira, 422",Camargo das Pedras,SP,09257-734,2024-11-11T00:00:00,2025-05-09T00:00:00
2785,Luiza Moura,goncalvesjosue@example.net,972.153.084-05,+55 (084) 5280-9876,1984-08-14,M,"Praia da Luz, 770",Cavalcanti dos Dourados,MT,12422-039,2024-10-13T00:00:00,2026-02-18T00:00:00
2786,Caleb Araújo,riosgabriela@example.org,481.035.276-53,11 6309-6500,2004-01-23,F,"Colônia Barros, 64",Machado,MG,82294-140,2023-02-06T00:00:00,2026-05-19T00:00:00
2787,Antonella Viana,nicolaspires@example.org,429.051.637-80,(031) 3126-5007,2005-04-09,Outro,"Área Lara Silveira, 31",Duarte,ES,51197-263,2025-11-12T00:00:00,2026-04-24T00:00:00
2788,Pedro Lucas Rios,luisacarvalho@example.org,658.904.231-42,+55 (084) 8636-2026,1955-11-27,Outro,"Passarela de Melo, 35",Camargo,AC,04503-740,2025-10-28T00:00:00,2026-03-27T00:00:00
2789,José Mendes,mcamara@example.net,475.892.106-76,+55 (084) 6965 0382,1988-09-29,Outro,"Residencial Araújo, 1",Martins das Flores,SP,36948-825,2024-04-21T00:00:00,2024-05-12T00:00:00
2790,Manuella Campos,rodrigueseduardo@example.org,681.092.753-03,31 3016-2988,1969-06-16,M,"Ladeira Ana Júlia Nascimento, 80",Sales da Praia,SC,85923-138,2023-09-12T00:00:00,2024-07-24T00:00:00
2791,Allana da Luz,esthercampos@example.net,587.094.321-32,+55 81 2358 9140,1986-05-10,Outro,"Pátio de Ferreira, 2",Alves,AP,53157-033,2025-05-27T00:00:00,2025-09-28T00:00:00
2792,Allana Aragão,isadora45@example.com,789.263.504-10,+55 (031) 3727 6639,1976-07-14,F,"Trecho de Nascimento, 33",Leão,PR,79084-058,2023-05-03T00:00:00,2024-02-08T00:00:00
2793,Rafaela Martins,maria-alicedas-neves@example.net,512.098.637-40,+55 84 9168-7574,1992-12-13,M,"Distrito Cardoso, 1",da Luz do Campo,MG,86457-466,2024-08-30T00:00:00,2025-03-24T00:00:00
2794,Elisa Nunes,saaurora@example.com,487.159.632-09,(081) 3756-7984,2008-04-05,M,"Loteamento de Alves, 582",Cirino do Campo,ES,57008-311,2024-02-23T00:00:00,2025-12-11T00:00:00
2795,Heloísa Cirino,lcavalcante@example.org,175.280.934-32,11 6769-9417,2007-09-18,Outro,"Trevo Lima, 89",da Mota do Sul,MT,82993-667,2026-05-09T00:00:00,2026-06-06T00:00:00
2796,Isaac Porto,bryan95@example.org,264.507.389-10,61 9696-8615,2005-07-09,F,"Alameda Jesus, 42",Vieira,RS,80811668,2023-10-02T00:00:00,2024-07-12T00:00:00
2797,Pedro Henrique Ramos,raquel60@example.net,392.167.840-40,(041) 9083-4708,1950-12-13,F,"Vale Nogueira, 30",da Cruz,RS,93423-305,2023-03-23T00:00:00,2026-02-21T00:00:00
2798,Sra. Sarah Siqueira,josueporto@example.net,102.985.674-58,21 6919-3649,1957-06-27,M,"Parque da Rosa, 3",Araújo,SC,57910026,2024-08-13T00:00:00,2024-09-06T00:00:00
2799,Isaac Borges,isabellamonteiro@example.net,536.124.897-55,31 5612-8749,1985-08-24,M,"Área Luiza Lopes, 65",Cavalcanti do Sul,DF,17389921,2024-11-09T00:00:00,2025-10-25T00:00:00
2800,Oliver Campos,pachecojosue@example.net,831.672.540-17,+55 71 5306 1084,1986-11-08,Outro,"Feira Souza, 3",Barros,ES,87354-462,2026-01-09T00:00:00,2026-01-22T00:00:00
2801,Dr. João Lucas Almeida,salesana-vitoria@example.org,714.582.309-88,(084) 1540 8356,1962-12-21,F,"Lago Pires, 71",Pimenta da Prata,PE,67468-479,2024-03-31T00:00:00,2025-12-13T00:00:00
2802,Ana Julia Guerra,evelynsilva@example.org,453.809.621-06,61 8242-1107,2007-04-05,F,"Rua de da Costa, 61",Costa de Goiás,RS,45495-092,2024-10-20T00:00:00,2025-04-25T00:00:00
2803,Gustavo Brito,stella18@example.com,451.837.206-90,+55 71 1227-7414,1998-07-18,F,Esplanada Camargo,Rodrigues,AP,81119215,2023-01-13T00:00:00,2023-05-25T00:00:00
2804,Arthur Gabriel Abreu,pastorian@example.net,965.834.217-55,51 3447 8971,1960-12-09,Outro,"Via Isabella Martins, 27",Pires,BA,78853-768,2024-01-30T00:00:00,2024-03-23T00:00:00
2805,Murilo Vasconcelos,gomessara@example.net,462.103.975-06,(071) 7454-2099,2000-06-13,M,"Fazenda Rios, 95",Nogueira de da Mota,CE,78691-340,2024-02-23T00:00:00,2024-06-30T00:00:00
2806,Eduarda Casa Grande,gael09@example.org,218.730.469-87,21 8385-0274,1988-10-08,M,Viela de da Rosa,Nogueira,ES,20476-590,2026-04-28T00:00:00,2026-06-02T00:00:00
2807,Emanuelly Ferreira,lopesjade@example.org,964.387.150-93,+55 (084) 7941-7455,1962-10-10,F,"Jardim de Fonseca, 591",Cunha,SC,41572-812,2025-11-05T00:00:00,2025-11-25T00:00:00
2808,Nicolas da Luz,cmoreira@example.com,876.194.205-76,(084) 4938-8279,1975-04-18,M,Condomínio Castro,da Paz,SC,54249559,2025-08-14T00:00:00,2026-01-20T00:00:00
2809,Nathan Santos,lara94@example.com,839.647.052-92,+55 (084) 6913 5881,2004-04-10,F,"Vale Valentina Borges, 147",Barbosa de Aragão,CE,55407-434,2024-02-09T00:00:00,2024-10-16T00:00:00
2810,Mariana Marques,novaismurilo@example.net,634.908.172-22,+55 (061) 2679-9116,1998-07-28,F,"Rodovia Rios, 283",Macedo,MA,10433-926,2026-05-25T00:00:00,2026-06-01T00:00:00
2811,Thiago Jesus,leandroleao@example.net,789.046.523-83,81 1636-0052,1994-11-01,Outro,"Travessa de Costa, 135",Costela,DF,15862510,2026-03-26T00:00:00,2026-05-22T00:00:00
2812,Ian Cavalcante,rochadaniela@example.com,732.684.091-13,+55 (071) 7145 8223,1962-11-10,M,Trecho Alves,Araújo da Prata,MS,71015955,2024-07-10T00:00:00,2025-11-14T00:00:00
2813,Beatriz Pacheco,maria-julia03@example.com,214.078.935-05,84 0641 9337,1993-09-15,M,"Campo Fonseca, 30",Machado de Camargo,PR,69719849,2025-03-26T00:00:00,2025-10-05T00:00:00
2814,Sr. Heitor da Mata,camarabenicio@example.com,396.745.120-80,0900 630 4461,1971-12-10,Outro,"Favela Maysa Siqueira, 3",Monteiro de Aparecida,RN,53815289,2025-06-22T00:00:00,2026-01-24T00:00:00
2815,Mariana Caldeira,maria-laura46@example.org,275.096.134-34,0500-361-2301,2001-04-09,F,"Núcleo Benício Campos, 18",Rodrigues de Sampaio,AC,21212-276,2025-06-06T00:00:00,2025-08-24T00:00:00
2816,Dom Fernandes,cavalcantiana-luiza@example.org,673.402.589-65,+55 (051) 2461-7469,2001-05-09,M,"Recanto Fernando Leão, 4",Lima Verde,SP,61546-228,2025-02-20T00:00:00,2025-09-26T00:00:00
2817,Maitê Sales,das-nevesgabriel@example.org,927.683.510-59,+55 21 9958 7901,2007-02-05,Outro,"Morro de Porto, 7",Montenegro de Sampaio,BA,42359-135,2024-09-06T00:00:00,2026-05-08T00:00:00
2818,Melina Novaes,emendonca@example.com,278.103.569-68,+55 81 2696-9344,1970-09-09,M,"Parque Siqueira, 1",Barros do Oeste,GO,01551634,2026-02-06T00:00:00,2026-05-10T00:00:00
2819,Lucas Gabriel Ferreira,isaque23@example.com,296.814.503-70,(071) 1605 0741,1992-02-14,F,Estação Rael Moreira,da Rocha da Serra,PB,58293-042,2025-02-18T00:00:00,2025-10-13T00:00:00
2820,Ana Beatriz Monteiro,albuquerquethales@example.org,421.038.796-78,+55 31 9159-5960,1987-07-04,Outro,"Lago de da Paz, 17",Dias do Galho,RN,51675004,2024-08-03T00:00:00,2025-08-22T00:00:00
2821,Dr. Bryan Garcia,jda-mota@example.com,349.152.680-98,71 8925-0000,1967-12-16,F,"Vila Maria Helena Barros, 85",da Conceição da Serra,BA,67715041,2025-09-11T00:00:00,2025-10-17T00:00:00
2822,Catarina Gonçalves,lucas-gabrielcastro@example.net,593.648.107-75,+55 (021) 0776 3120,1965-03-17,M,"Rua Ferreira, 83",Gonçalves do Galho,DF,69625-121,2025-08-19T00:00:00,2025-11-27T00:00:00
2823,Ana Laura Casa Grande,alexandre51@example.com,243.617.095-99,0500-328-1904,1973-02-25,Outro,"Distrito Souza, 179",da Conceição,SC,49951775,2023-01-09T00:00:00,2023-02-04T00:00:00
2824,Sra. Maria Fernanda Melo,cardosorhavi@example.org,623.514.908-51,+55 51 5852 0811,1984-11-15,F,"Loteamento Augusto Mendonça, 18",Pereira do Amparo,PA,58824416,2025-02-05T00:00:00,2025-10-14T00:00:00
2825,Caroline Pastor,da-conceicaovitor-gabriel@example.org,539.817.246-82,+55 (011) 3675-8055,2001-08-22,F,Viela de da Cunha,Pacheco,MG,97576-011,2025-03-19T00:00:00,2026-04-03T00:00:00
2826,Alexia Montenegro,kaique81@example.net,465.920.178-30,41 1437 0912,1971-12-07,Outro,"Núcleo de Casa Grande, 79",Rocha,RJ,76167414,2025-09-29T00:00:00,2026-03-05T00:00:00
2827,Isabel Brito,maria-clara81@example.net,526.038.497-00,+55 (061) 3891 0794,1965-07-06,M,"Núcleo de Sales, 561",Pires de Martins,AM,46902330,2023-05-26T00:00:00,2025-09-09T00:00:00
2828,Sr. Bruno Mendes,zoe32@example.org,078.632.194-69,31 7026 5801,1976-10-01,M,"Pátio de Costela, 678",Peixoto,DF,67924819,2025-02-27T00:00:00,2025-12-13T00:00:00
2829,Maria Sophia Nascimento,leandro92@example.org,912.867.304-22,0900-755-9790,1973-03-23,Outro,"Área de Siqueira, 81",Costela,MS,19833248,2025-06-12T00:00:00,2025-10-20T00:00:00
2830,Dra. Clara Câmara,jsa@example.net,312.468.570-90,+55 (021) 4408 3447,1967-02-19,F,"Setor Lavínia Novaes, 39",Gomes,RS,13488-148,2025-11-09T00:00:00,2026-05-09T00:00:00
2831,Sra. Kamilly Cavalcanti,viniciusrodrigues@example.org,238.760.451-26,0500 042 6050,1971-09-23,M,"Chácara Joana Montenegro, 84",Barbosa,RS,68257-065,2025-01-24T00:00:00,2026-01-15T00:00:00
2832,Isabelly Cavalcanti,alvespedro@example.com,452.609.817-58,0900 081 5893,1996-12-13,Outro,"Área de Peixoto, 82",Macedo,ES,44223235,2025-02-28T00:00:00,2025-10-03T00:00:00
2833,Eloá Machado,gomesbrayan@example.org,538.096.217-30,+55 31 0238-5099,1958-03-19,M,"Campo Abreu, 79",Nascimento de Novais,TO,62529187,2024-05-11T00:00:00,2025-09-12T00:00:00
2834,Sra. Giovanna da Luz,joao-miguelaragao@example.org,790.164.285-85,+55 (021) 7677 5957,1977-05-26,Outro,"Viaduto de da Costa, 61",Correia Grande,RO,73912662,2025-01-10T00:00:00,2025-02-07T00:00:00
2835,Ana Cecília Mendes,fernandavasconcelos@example.org,106.482.793-40,+55 84 4523-7646,1982-08-13,Outro,Trecho de Monteiro,Casa Grande,PB,16565-344,2023-10-30T00:00:00,2024-07-23T00:00:00
2836,Augusto Pacheco,oliveralbuquerque@example.org,327.045.168-71,(041) 1424-4761,1977-01-01,M,"Jardim Dias, 365",Pires Paulista,RN,02609-304,2023-10-29T00:00:00,2024-07-15T00:00:00
2837,Eloah Borges,nicolasda-cunha@example.com,084.327.169-87,31 8747-4749,1960-06-18,M,"Condomínio Ryan Cavalcanti, 908",Campos da Praia,AM,18342-411,2026-03-30T00:00:00,2026-04-19T00:00:00
2838,Marcelo Novaes,nicolenovaes@example.com,240.639.581-24,(084) 6840-9380,1954-09-02,F,"Praça Jesus, 2",da Luz,RR,09325-145,2023-07-09T00:00:00,2025-09-03T00:00:00
2839,Ana Carvalho,peixotobento@example.net,542.710.893-97,+55 51 4127 8097,1959-10-20,M,Trevo Aragão,Cirino do Sul,PE,27306344,2026-04-15T00:00:00,2026-06-11T00:00:00
2840,Paulo Teixeira,bryancorreia@example.net,941.056.723-80,(011) 4072-0515,1981-06-19,M,"Campo Rocha, 24",da Paz das Pedras,TO,30100830,2024-01-22T00:00:00,2025-03-30T00:00:00
2841,Mariah Nogueira,da-costajulia@example.org,703.659.814-00,+55 (011) 3593-6629,1962-06-15,Outro,"Vereda de Novaes, 14",Cardoso,MA,85254568,2025-05-24T00:00:00,2025-09-30T00:00:00
2842,Raul Peixoto,souzamaria-luisa@example.org,780.153.649-57,0800 875 6225,1975-09-24,Outro,"Lagoa Carvalho, 5",Gomes,MG,74871-105,2025-10-22T00:00:00,2026-03-07T00:00:00
2843,Maysa da Costa,silveiramilena@example.net,582.710.694-11,41 6382-5436,2000-06-14,Outro,"Núcleo Henry Gabriel Abreu, 75",Gonçalves,PA,26842092,2026-04-15T00:00:00,2026-05-04T00:00:00
2844,Caio da Conceição,varaujo@example.com,972.301.465-34,0900-534-3220,1965-06-23,Outro,"Vale da Mota, 85",Novais,RJ,61867967,2023-07-02T00:00:00,2024-02-10T00:00:00
2845,Eloá Mendonça,catarinanunes@example.net,846.073.912-04,(021) 2217-1467,1965-09-04,F,"Setor Nogueira, 6",Fernandes,SC,89146218,2024-12-06T00:00:00,2025-05-01T00:00:00
2846,Laura Brito,wnunes@example.com,581.904.367-75,0500-076-6993,1989-01-31,F,Estrada Juan Sousa,Brito de da Rosa,RR,83918-732,2024-03-05T00:00:00,2026-04-10T00:00:00
2847,Sr. João Felipe Duarte,lara06@example.net,076.254.931-99,0300 189 4499,1979-03-03,M,"Lagoa Vargas, 94",Campos,TO,54975993,2024-09-22T00:00:00,2024-09-28T00:00:00
2848,Sr. Theodoro das Neves,fteixeira@example.org,598.741.603-57,71 3287 8116,1957-12-22,M,"Setor de Ramos, 29",Ferreira,AP,83232359,2025-10-04T00:00:00,2025-10-04T00:00:00
2849,Noah Porto,gribeiro@example.org,746.291.803-03,+55 71 1048 6578,1960-10-28,F,"Quadra Sophia Mendonça, 65",Marques,RS,81025508,2025-05-05T00:00:00,2026-01-28T00:00:00
2850,Ian Castro,amandada-mata@example.net,729.685.413-82,+55 (081) 7091 6170,2004-04-12,M,"Ladeira de Lopes, 5",Gonçalves do Amparo,CE,80948-301,2024-08-13T00:00:00,2025-10-28T00:00:00
2851,Guilherme Peixoto,bryan75@example.com,193.820.457-32,+55 81 6406-3498,1997-11-16,Outro,"Trevo de Aragão, 11",Fonseca,BA,19024413,2025-02-06T00:00:00,2025-05-12T00:00:00
2852,Anna Liz Leão,bcarvalho@example.net,792.603.185-21,(021) 8356 1161,1976-07-12,M,"Rodovia de Martins, 2",Montenegro,PE,83326-876,2024-02-10T00:00:00,2025-06-22T00:00:00
2853,Rael Martins,danilogoncalves@example.org,361.947.805-84,(041) 7327-5288,1959-06-05,Outro,Morro de Aragão,das Neves de Pastor,TO,58098707,2023-08-14T00:00:00,2026-02-21T00:00:00
2854,Ana Lívia Peixoto,teixeiraeduarda@example.net,893.625.174-00,+55 84 6775-2108,1960-12-20,M,Colônia de da Paz,Viana,AL,20896719,2024-03-11T00:00:00,2024-09-17T00:00:00
2855,Cauê Jesus,pastorigor@example.org,687.921.503-30,+55 (041) 7086-5827,1955-02-22,M,"Feira de Jesus, 66",Pastor,GO,91999-648,2024-01-10T00:00:00,2026-04-17T00:00:00
2856,Dante Porto,marina78@example.org,465.897.301-48,11 0700 7828,1957-01-08,Outro,"Loteamento José Pedro Porto, 50",Fernandes da Prata,RN,39312-487,2025-04-17T00:00:00,2025-11-28T00:00:00
2857,Amanda Silva,lsousa@example.org,681.523.904-70,+55 (051) 6473-8688,1950-10-09,M,Pátio Souza,Moreira,MA,79007748,2023-08-12T00:00:00,2024-07-17T00:00:00
2858,Sr. Arthur Gabriel Barbosa,urocha@example.org,679.854.130-57,41 9035 9110,1955-10-02,M,"Largo Cavalcante, 4",Nunes,GO,65716213,2023-06-25T00:00:00,2025-08-06T00:00:00
2859,José Pedro Teixeira,danilo48@example.net,746.830.921-31,0900 912 3767,1977-12-30,M,"Área de Duarte, 78",Fernandes Grande,RJ,54837469,2023-05-12T00:00:00,2025-04-11T00:00:00
2860,Dra. Ana Clara Lima,maysa64@example.org,504.287.193-41,0800 215 2606,1996-09-11,F,"Colônia de Lima, 12",da Luz,RO,84389-547,2024-04-25T00:00:00,2025-08-27T00:00:00
2861,Ana Vitória Ramos,cvasconcelos@example.com,805.312.476-35,+55 71 8124-6157,1953-01-22,M,"Recanto Cardoso, 308",Cunha,GO,88135581,2023-07-26T00:00:00,2023-08-14T00:00:00
2862,Henry Gabriel Vargas,oliveirastella@example.net,032.657.491-34,(031) 4494 7661,2002-03-16,M,"Loteamento Moura, 47",Marques do Norte,AM,51241-794,2023-01-15T00:00:00,2026-04-21T00:00:00
2863,João Pedro Farias,pastorjoao-lucas@example.org,301.642.789-31,+55 (011) 2471 5276,1964-08-13,M,"Rua Maria Sophia Alves, 189",Fogaça do Norte,MG,94720769,2024-03-08T00:00:00,2025-08-24T00:00:00
2864,Sr. Murilo Nogueira,marcelocavalcante@example.net,987.415.326-19,+55 (061) 3675 8813,2005-08-28,F,"Viela de Ferreira, 707",Peixoto da Praia,PR,90095-398,2026-05-19T00:00:00,2026-06-04T00:00:00
2865,Rhavi Albuquerque,maria-julia03@example.net,405.179.283-88,(011) 5892 9708,1999-06-26,Outro,"Área de Jesus, 708",Gonçalves,PA,21313-071,2025-08-27T00:00:00,2026-02-15T00:00:00
2866,Sra. Maria Alice Castro,fogacaisabella@example.net,056.473.189-75,81 9090 1489,2007-12-31,Outro,"Lago Milena da Mota, 2",Teixeira do Amparo,MT,63387-933,2024-11-20T00:00:00,2025-12-04T00:00:00
2867,Henry Gabriel Ferreira,lpimenta@example.org,071.938.542-32,41 2921 2210,1973-03-26,F,"Favela Maria Eduarda Pimenta, 82",da Cunha,RO,48782-787,2024-10-07T00:00:00,2025-06-09T00:00:00
2868,Lorenzo Nogueira,sfogaca@example.net,236.108.749-96,(051) 8928-3881,1959-05-03,Outro,"Parque João Lucas da Costa, 2",Freitas das Pedras,AL,02267-969,2025-03-27T00:00:00,2025-10-06T00:00:00
2869,Ana Lívia Machado,vasconceloshelena@example.net,469.730.851-48,71 7386 2774,1961-06-08,M,"Praça Caroline Pimenta, 79",Barros,AC,59249161,2024-12-30T00:00:00,2025-12-03T00:00:00
2870,Ayla Sampaio,isabelaleao@example.net,182.946.753-00,71 4922 9206,1976-02-27,Outro,"Setor Freitas, 63",Andrade Alegre,TO,98655510,2025-07-24T00:00:00,2026-02-14T00:00:00
2871,Aylla Barbosa,jda-costa@example.net,498.016.537-01,(061) 2612-8822,1978-06-23,Outro,"Esplanada Santos, 72",Cirino,AM,56907647,2023-10-12T00:00:00,2023-11-07T00:00:00
2872,Milena Carvalho,ana-lauraferreira@example.com,846.310.279-40,+55 (051) 1321 4233,1965-10-13,Outro,"Feira de Sampaio, 15",Silva,SP,90324413,2025-12-22T00:00:00,2026-03-03T00:00:00
2873,Diogo Vieira,viniciussa@example.net,578.419.320-14,(081) 0863-8298,1982-02-02,F,"Lago Ramos, 367",Barros,RN,32081542,2024-05-24T00:00:00,2025-06-05T00:00:00
2874,Maria Almeida,barbosalorena@example.net,467.132.508-07,84 1437-5474,1950-10-02,F,Lagoa de Aragão,Ramos Grande,RO,43263-509,2025-08-31T00:00:00,2026-05-21T00:00:00
2875,Pedro Costela,dpastor@example.org,680.935.472-74,+55 21 2718-4383,1959-02-23,Outro,"Vila Antony Rodrigues, 90",Almeida da Mata,TO,29760-346,2024-01-20T00:00:00,2024-01-23T00:00:00
2876,Brayan Monteiro,yasminguerra@example.org,596.102.438-51,+55 (041) 4186 1076,1977-04-01,Outro,"Vale Ramos, 50",Machado,MS,12906314,2024-10-21T00:00:00,2024-11-07T00:00:00
2877,Natália Nunes,das-nevesraul@example.net,425.736.809-83,41 2444-2934,1997-01-27,Outro,"Pátio Luan Vargas, 66",Dias de da Paz,PB,17209440,2023-04-04T00:00:00,2025-01-29T00:00:00
2878,Benicio Cassiano,duartedaniela@example.net,421.805.376-62,+55 21 3203-1006,1987-09-22,F,"Distrito Azevedo, 4",da Cruz,MG,42441491,2024-04-23T00:00:00,2026-01-04T00:00:00
2879,Brenda Monteiro,nathanda-costa@example.net,932.571.680-12,61 1920 3658,2005-04-28,F,Avenida de Marques,Cardoso do Galho,PA,16261171,2026-06-08T00:00:00,2026-06-08T00:00:00
2880,Hellena Carvalho,mathiascosta@example.net,165.078.342-62,(061) 1549-2765,1957-01-21,Outro,"Favela Fogaça, 1",Oliveira do Amparo,MG,46256-532,2025-09-02T00:00:00,2025-10-23T00:00:00
2881,Srta. Helena Moreira,pedro54@example.org,974.612.805-11,71 8007-1921,1951-09-22,M,"Jardim Pinto, 9",Silveira,RR,86042019,2024-08-24T00:00:00,2026-05-07T00:00:00
2882,Antônio Leão,ana-julia73@example.net,406.832.791-22,+55 84 3157-7238,1971-04-03,Outro,"Estrada Cavalcanti, 710",Pimenta da Mata,RJ,59377-757,2023-10-21T00:00:00,2026-03-29T00:00:00
2883,Benjamin Fonseca,jvargas@example.org,047.396.851-75,+55 31 3248-2721,1952-06-17,M,"Setor Mathias Aragão, 126",Ferreira,PR,50155-385,2025-10-30T00:00:00,2025-11-07T00:00:00
2884,Daniel Pires,ana-juliamoraes@example.com,476.593.180-39,(031) 2191-5879,1960-12-14,Outro,"Aeroporto Novaes, 88",Gonçalves,PI,19419-743,2023-06-28T00:00:00,2025-03-06T00:00:00
2885,Emanuella Machado,sakevin@example.org,371.264.059-52,+55 (011) 2798-5941,1973-12-18,F,"Campo de Cavalcante, 6",Pastor do Campo,AM,85119766,2025-08-14T00:00:00,2025-11-08T00:00:00
2886,Sra. Maria Liz Mendes,saenzo@example.net,614.059.283-60,21 1574-3671,1969-09-09,M,"Favela de Ramos, 56",Lopes,DF,26640091,2025-09-14T00:00:00,2026-01-15T00:00:00
2887,Cauã Mendes,wcavalcanti@example.com,320.746.589-74,0300-459-6765,1984-04-06,Outro,"Passarela Maysa Caldeira, 79",Pereira,RR,68457-494,2023-12-16T00:00:00,2026-01-25T00:00:00
2888,Davi Lucca Sampaio,henry-gabriel73@example.org,719.452.836-37,+55 51 3098 0026,1993-12-06,F,"Chácara Novaes, 1",Rios Alegre,RR,96355-387,2023-07-03T00:00:00,2024-02-04T00:00:00
2889,Emilly Brito,maria70@example.org,826.140.539-70,81 6474 6821,1958-06-18,F,"Via Maria Fernanda Lima, 13",Mendonça,MG,00934-574,2023-03-01T00:00:00,2024-01-23T00:00:00
2890,Luiza Cavalcante,liamandrade@example.net,025.391.478-79,51 5761 0405,1981-09-25,Outro,Via Joaquim Sá,Oliveira,GO,34186867,2024-07-28T00:00:00,2025-03-10T00:00:00
2891,Francisco da Cunha,dante56@example.net,416.752.089-30,+55 (084) 4374 8322,1987-01-25,Outro,"Loteamento Rafael Moraes, 1",Pinto da Mata,BA,66704-057,2025-09-02T00:00:00,2025-11-04T00:00:00
2892,Vinicius Lima,mmoreira@example.org,658.031.297-12,+55 (061) 3661-9122,1999-08-07,Outro,"Praça de Jesus, 388",da Luz do Oeste,PR,23721712,2025-12-30T00:00:00,2026-06-10T00:00:00
2893,Isabella Costa,dda-luz@example.org,235.164.790-43,51 8349 5387,1973-11-18,M,Conjunto Pinto,da Cunha,RJ,24239528,2023-07-05T00:00:00,2025-05-16T00:00:00
2894,Maria Helena Gomes,ester81@example.org,243.157.960-34,61 7303 2733,1955-05-28,Outro,"Lago de Sousa, 9",Gonçalves,MT,48591313,2026-05-15T00:00:00,2026-05-17T00:00:00
2895,Heitor Moreira,wfarias@example.net,976.834.051-75,+55 (051) 0364-6009,1992-01-08,Outro,"Quadra Renan Rodrigues, 56",Novais Paulista,SC,89995-886,2025-02-11T00:00:00,2026-05-23T00:00:00
2896,Isaac Oliveira,cpinto@example.com,459.360.812-06,(081) 4515-6600,1984-09-01,Outro,"Residencial de Dias, 47",Fogaça,SE,57864810,2025-02-20T00:00:00,2026-01-20T00:00:00
2897,Giovanna Vasconcelos,irios@example.com,386.405.712-44,0500-648-3441,1957-03-04,M,"Feira Melo, 76",Lima,ES,22439-762,2026-02-24T00:00:00,2026-04-20T00:00:00
2898,Isabela Peixoto,pnovais@example.org,195.087.624-11,(021) 6753 3404,1966-07-09,F,"Condomínio Cavalcante, 850",Pastor de Minas,AP,76049-284,2024-06-14T00:00:00,2024-10-10T00:00:00
2899,Ana Lívia Mendonça,das-nevesheitor@example.org,370.821.549-41,+55 (081) 9544 5499,1969-11-21,F,"Trecho Sophia Gomes, 39",da Luz da Prata,SC,92293746,2023-08-17T00:00:00,2024-02-15T00:00:00
2900,Joana Novaes,zdias@example.net,032.746.918-87,(084) 7599 5596,2001-09-06,Outro,Condomínio Cavalcanti,Brito,AM,11538-536,2026-04-27T00:00:00,2026-05-09T00:00:00
2901,Gael Henrique Nogueira,kamilly75@example.net,741.892.356-28,+55 (084) 5181 2222,1991-04-02,M,Loteamento de Monteiro,Araújo da Serra,MT,71975609,2026-03-19T00:00:00,2026-05-05T00:00:00
2902,Gael Machado,lda-cruz@example.net,647.853.129-55,+55 11 2840 5554,2004-01-26,Outro,"Recanto Castro, 370",Nascimento de Guerra,AC,91331-614,2025-02-17T00:00:00,2025-12-09T00:00:00
